date,open,high,low,close,volume
2016-01-04,103.36797530722853,103.48603252077102,101.90911626325983,103.27521514892578,1342800
2016-01-05,103.37639937196272,103.56191968139352,102.71022216429449,103.3426742553711,1058700
2016-01-06,101.45375580661026,102.23799673235231,101.05741809535064,101.38629913330078,1625600
2016-01-07,101.2007734016022,102.10307149949548,99.88526862096138,100.74540710449219,2045600
2016-01-08,100.98995869888783,100.99838676180177,98.61193892908844,98.77215576171875,2264400
2016-01-11,101.11644806873072,101.35256249756404,99.90213793914717,100.49242401123047,1762300
2016-01-12,100.50927566410974,100.6273328581592,99.36242883594241,100.34905242919922,1239600
2016-01-13,100.23099529341007,100.55143532978282,97.56626106357987,97.93730163574219,3321900
2016-01-14,98.03851540278609,99.1516309028276,96.78203919594213,98.77215576171875,1980800
2016-01-15,97.97948060496688,98.53603510301286,97.45665122371787,98.16500091552734,3842900
2016-01-19,100.85502077329174,101.27665548090052,99.84310004848471,100.2141342163086,3312300
2016-01-20,98.62037439785622,98.90708939935604,95.59303970637784,97.7686767578125,3660200
2016-01-21,97.83612799037964,99.05043817172975,97.06032156724415,98.44328308105469,1680300
2016-01-22,100.74540154927013,102.22112307693234,100.49241814250249,102.02716827392578,1622000
2016-01-25,102.38134601631143,103.34267266526537,102.01030540315894,102.2801513671875,1153200
2016-01-26,102.36448617334747,103.51133323137579,102.31389206108135,103.4017105102539,1241400
2016-01-27,103.50289128998705,104.73406392444788,102.34761625210206,102.79454803466797,1847100
2016-01-28,103.21617685038203,103.62937705898213,102.20424970036127,103.13185119628906,2115900
2016-01-29,104.00042553992559,106.43747379964499,103.77273917961885,106.11702728271484,2273200
2016-02-01,105.80501755772953,107.18797892322115,105.61949725173805,106.85066986083984,1440100
2016-02-02,107.0277636927576,107.179552460524,105.24003646532638,105.40025329589844,1169500
2016-02-03,105.61948785246646,105.69537900709005,103.52817699872017,105.37493896484375,3314600
2016-02-04,104.66661676347725,104.98705686994323,102.87888303721346,103.1908950805664,2071900
2016-02-05,102.51627762493075,102.65120383935032,99.56483423768088,99.7587890625,2277300
2016-02-08,98.98297880400449,99.20223069139323,96.18332411741761,97.13622283935547,3137300
2016-02-09,96.16645029193832,98.50230387266213,96.04839308185902,97.91201782226562,2848600
2016-02-10,99.79250313021502,99.89369777982216,98.04693563471267,98.06380462646484,1194400
2016-02-11,97.54941166707738,97.60844027209954,96.06525561184611,96.65554809570312,1664300
2016-02-12,96.8073390871342,97.48195081241404,96.30137225112985,97.33016204833984,1129700
2016-02-16,98.24088093482445,98.74684126664597,97.25425732272728,98.39266967773438,1372000
2016-02-17,99.42146729197596,99.85996456569495,98.77214622668018,99.0419921875,2432600
2016-02-18,99.1684819102772,99.21064795447825,97.85298368173322,98.11439514160156,1473800
2016-02-19,97.77710290180929,98.21560667581534,97.51569139699087,98.15657806396484,1360400
2016-02-22,98.35895550168253,99.2528191268813,98.35895550168253,98.77215576171875,851500
2016-02-23,98.99983989215836,99.42147463920023,97.90358697639523,98.03851318359375,1065800
2016-02-24,96.37727547074218,97.79396854017814,95.7532578192156,97.54098510742188,1695200
2016-02-25,94.80878438422299,95.71108243707734,94.37871516392484,95.65205383300781,2056100
2016-02-26,95.6520620042723,95.6520620042723,93.94866040301008,94.67386627197266,2481500
2016-02-29,93.25715790672287,95.2894402063481,93.25715790672287,94.0245361328125,1248700
2016-03-01,94.53894808752823,96.58809331501008,94.42089086731411,96.2086181640625,1464900
2016-03-02,94.21849642193352,95.98092644580393,94.09200472046854,95.80384063720703,2667000
2016-03-03,95.46652787542065,96.57120872919319,95.21355091593695,96.52061462402344,1517100
2016-03-04,97.90358697639523,98.426416378836,97.62530649927504,98.03851318359375,2136600
2016-03-07,97.48194692018738,98.08910195224186,97.21210095412265,97.69276428222656,1749000
2016-03-08,97.38917884633581,97.5409675920057,96.68927015084643,96.98441314697266,850200
2016-03-09,98.06381981033496,98.40955699116365,97.56628741477446,97.70964813232422,704500
2016-03-10,99.83466525949545,100.47555181459501,97.65060056864591,98.48543548583984,2135000
