date,open,high,low,close,volume
2016-01-04,32.54507729382938,32.66806282482281,32.26067380319576,32.5911979675293,16084100
2016-01-05,32.522020351059645,32.76799142762822,32.41440543938019,32.70649719238281,15781900
2016-01-06,32.437459020933375,32.675741791589274,32.314473513825426,32.52969741821289,16245100
2016-01-07,32.014701893284716,32.36828491900023,31.86096925056302,31.991640090942383,20563600
2016-01-08,32.01470988475662,32.375978313294766,31.83023008099971,31.907094955444336,14645900
2016-01-11,31.960891723632812,32.176115635940896,31.73797956748179,31.960891723632812,15815200
2016-01-12,32.51432418178563,32.629624378668765,32.18380007840687,32.3759651184082,21814800
2016-01-13,32.41440137408895,32.721866647341805,32.12231258992552,32.16843032836914,16854300
2016-01-14,32.276047089672744,32.4144032451963,32.00701422699515,32.19149398803711,16028000
2016-01-15,31.47664003761756,31.96858216306168,31.461266479671636,31.899402618408203,21153600
2016-01-19,32.10694695592872,32.375976937257654,32.01470852407407,32.22224426269531,15462200
2016-01-20,31.860974955327,31.991645819103216,31.322912075563085,31.80716896057129,19923500
2016-01-21,31.86097052784296,31.907088269963896,31.584252346291752,31.814849853515625,15568900
2016-01-22,32.00701420926829,32.468212145514585,31.860969808837112,32.32985305786133,15209200
2016-01-25,32.46820579739462,32.6680561448159,32.229920096979534,32.40671157836914,12505200
2016-01-26,32.40671758606103,32.66806220095694,32.229926071897076,32.3452262878418,13018500
2016-01-27,32.42210009445056,32.63732409594431,32.13769653073282,32.35292053222656,14167000
2016-01-28,32.422093359070786,32.83717064618647,32.32985493933613,32.72187042236328,16622800
2016-01-29,32.944776582321126,33.25223890244849,32.78335864433881,32.99089431762695,20457000
2016-02-01,32.744929555763605,33.1676950916874,32.721870683697404,33.05239486694336,17097800
2016-02-02,32.82180159999677,32.89098115736045,32.598889367135236,32.6219482421875,12332900
2016-02-03,32.898657125926334,33.006269088542794,32.49895345606088,32.83716583251953,15958300
2016-02-04,32.68343864902263,32.96784215937705,32.59120022743324,32.691123962402344,14413700
2016-02-05,32.998593150546874,33.0447138328583,32.48358912746013,32.6219482421875,17315700
2016-02-08,32.41440381372987,32.8217957712828,32.206868110701286,32.783363342285156,17254400
2016-02-09,32.48357466173088,33.42902916873622,32.48357466173088,33.282981872558594,24853800
2016-02-10,33.31373957050182,33.35217200142694,32.67575007476011,32.70649719238281,16729600
2016-02-11,32.30679283516531,32.75261723545367,32.2683604049834,32.59888458251953,16825300
2016-02-12,32.83717056924585,33.16000650366395,32.714185032485645,33.13694763183594,15222400
2016-02-16,33.298358266726126,33.40597022116928,33.06776080260426,33.329105377197266,12675900
2016-02-17,33.37523388935689,33.5289665591553,33.267621900160044,33.42904281616211,12332500
2016-02-18,33.53664430734124,33.613509152075956,33.28298504174612,33.521270751953125,11170300
2016-02-19,33.49822360690548,33.64426803588867,33.26762312759628,33.64426803588867,12850000
2016-02-22,33.644254416614004,33.944031399717254,33.5366424670083,33.774925231933594,20716100
2016-02-23,33.62121048550394,33.859493356274925,33.559716240010125,33.5827751159668,11166400
2016-02-24,33.48284687362715,33.77493570391801,33.3367995262751,33.75187683105469,10844200
2016-02-25,33.79030574621005,33.95941194882423,33.72112620261392,33.94403839111328,10903300
2016-02-26,33.85181076257547,33.86718432518459,33.136956228391114,33.16001510620117,18421000
2016-02-29,33.18306122831195,33.521273611287995,32.99089616787779,33.15231704711914,15049800
2016-03-01,33.34449224519581,33.5827751159668,33.18307131687806,33.5827751159668,12358300
2016-03-02,33.413670488786366,33.64426803588867,33.37523512076356,33.64426803588867,12856300
2016-03-03,33.5212761591351,33.80567964917656,33.467470172700395,33.790306091308594,13134800
2016-03-04,33.65194223092137,33.93634861284089,33.575077384687184,33.905601501464844,13691500
2016-03-07,33.751874307657594,33.92866582820771,33.713441878356505,33.828739166259766,10695300
2016-03-08,33.75955137781255,34.18231679352016,33.67500122687671,34.0670166015625,18900200
2016-03-09,34.12082574266039,34.45903810661615,34.04396089569187,34.44366455078125,18466600
2016-03-10,34.466732918869276,34.789568883770954,34.34374737049624,34.766510009765625,28908600
2016-03-11,34.85947651382924,35.05314027223941,34.805250897880356,35.014408111572266,16129300
2016-03-14,34.89045418229353,35.184820889448865,34.89045418229353,35.0841178894043,13206700
2016-03-15,34.92143880710476,35.29327274589792,34.91369060448441,35.04538345336914,13686300
2016-03-16,34.898193359375,34.9911510951964,34.51086601253383,34.898193359375,15386100
2016-03-17,34.89819176173846,35.56439524061824,34.836220925718926,35.4559440612793,24080000
2016-03-18,35.51018301453873,35.53342171740738,35.16158769613841,35.32426452636719,23853400
2016-03-21,35.184819121225374,35.533414367520734,35.13834172510167,35.378482818603516,9740400
2016-03-22,35.285520167981026,35.42495824712275,35.16157553708539,35.246788024902344,13788300
2016-03-23,35.16932384920252,35.40946491008842,35.130588750929086,35.21580123901367,9292100
2016-03-24,35.208055661247556,35.32425208975563,35.0066437903833,35.30876159667969,10890200
2016-03-28,35.29326773157574,35.579889131263876,35.25453263412425,35.479183197021484,13306600
2016-03-29,35.52566583013223,36.02918962364429,35.48693368525795,36.005950927734375,25010400
2016-03-30,36.12215194642566,36.19961623966761,35.88975611162645,36.08341979980469,14312200
2016-03-31,36.060178162790564,36.31581564972752,35.88200792420119,35.93623352050781,15544500
2016-04-01,35.74257066725728,36.30806829557544,35.7193319697468,36.27708435058594,14922900
2016-04-04,36.28481904170492,36.354538069026425,36.02143637794286,36.323551177978516,10629800
2016-04-05,36.11440823307998,36.261594545637664,35.974970123853616,36.0446891784668,10696700
2016-04-06,36.075665190218785,36.19960981043674,35.92848187717022,36.18411636352539,9122700
2016-04-07,36.02145322848786,36.08342703957452,35.75807044151746,35.913002014160156,9292000
2016-04-08,35.974969322418296,36.393283640778364,35.974969322418296,36.30807113647461,11959300
2016-04-11,36.33130755898925,36.5094777900244,35.95172544586341,35.9749641418457,11880100
2016-04-12,35.95173486902169,36.22286291012349,35.90525450980109,36.13765335083008,11219100
2016-04-13,36.23060925203378,36.23835450063545,35.494686521772614,35.66511154174805,13234100
2016-04-14,35.68059637298909,35.80454100618578,35.440452353326016,35.50242614746094,12982200
2016-04-15,35.49467601163323,35.758058712209206,35.386224832879535,35.711578369140625,13647800
2016-04-18,35.7115780415223,35.851016114375845,35.494675686004776,35.80453872680664,11538100
2016-04-19,35.87425985584428,36.11440091915428,35.75031522330821,36.098907470703125,14418300
2016-04-20,35.122857169190006,35.15384407783525,34.131299733136146,34.37144088745117,40360300
2016-04-21,34.286221928408175,34.301715379821644,33.20945217329836,33.82143020629883,37206900
2016-04-22,33.92212565742272,34.59607433228456,33.92212565742272,34.503116607666016,25134200
2016-04-25,34.47213841814031,34.64256341886476,34.37918067005131,34.63481521606445,11173800
2016-04-26,34.797483783657476,34.82847067738261,34.417904678279534,34.49536895751953,13935500
2016-04-27,34.580592990941824,34.75101800829541,34.27847806386869,34.61157989501953,11335500
2016-04-28,34.4721357013346,34.7819987773085,34.44114880272255,34.57284164428711,10932500
2016-04-29,34.49536410856469,34.75100151325326,34.47212541907388,34.70452117919922,11716000
2016-05-02,34.526355354614864,35.00664038015461,34.526355354614864,34.843963623046875,12577500
2016-05-03,34.75874665450947,34.91367814582228,34.588324673630545,34.73550796508789,10420500
2016-05-04,34.64255472687627,34.94466954866857,34.47987501469574,34.843963623046875,9350500
2016-05-05,34.805238877205404,35.23904661004692,34.75875852741307,34.90594482421875,8801100
2016-05-06,34.90594048185433,35.17706843423056,34.797486345830784,35.10734939575195,8564000
2016-05-09,35.10735429896461,35.24679239539623,34.9911549002471,35.04538345336914,8110600
2016-05-10,35.20031992106061,35.51018308359103,35.184826467426674,35.44046401977539,8933500
2016-05-11,35.424958358383165,35.541157743057255,35.20805599240285,35.21580123901367,8833100
2016-05-12,35.28552082306187,35.556651739792414,35.23904343253384,35.50242614746094,10463400
2016-05-13,35.44046697868396,35.502440798393856,35.037646015792724,35.1306037902832,10341200
2016-05-16,34.98340035921123,35.42495322891981,34.9679069131599,35.33974075317383,9413600
2016-05-17,35.208053199568496,35.29326568089371,34.634807478427085,34.665794372558594,17457000
2016-05-18,34.518608304804296,34.72776539090009,34.262970881218564,34.456634521484375,12524300
2016-05-19,34.2784808424215,34.38693206041053,34.11580401543795,34.332706451416016,10659500
2016-05-20,34.4798863714734,34.50312802662455,34.038333339560445,34.04608154296875,12914100
2016-05-23,34.139037327733426,34.208756379014936,34.03833137475488,34.06157302856445,13554700
2016-05-24,34.162283686707134,34.410173045720605,34.084819370168276,34.37144088745117,12634200
2016-05-25,34.47988773058772,34.57284844470909,34.27847876013919,34.37918472290039,9218100
2016-05-26,34.49538287533051,34.681301357620775,34.42566381385592,34.619327545166016,8695800
2016-05-27,34.63481553788341,34.82847923866121,34.58833814094382,34.68904113769531,7893900
2016-05-31,34.8439760038468,34.8439760038468,34.286223546927296,34.54960632324219,18935200
2016-06-01,34.549604124820256,34.68904223017756,34.464394576056264,34.627071380615234,8916000
2016-06-02,34.62706560293983,34.64255905151367,34.47213407227452,34.64255905151367,6693900
2016-06-03,34.66580652472447,34.89820240203186,34.611580918521874,34.89045715332031,13434900
2016-06-06,34.92918524688655,35.23130014777597,34.9214399990753,35.146087646484375,10310600
2016-06-07,35.13058809022047,35.23129402470581,35.014391662804826,35.10734939575195,9812600
2016-06-08,35.04538517393651,35.37073877820135,35.00665006907998,35.285526275634766,7915400
2016-06-09,35.11510140043712,35.479187125192844,35.09960795075573,35.44820022583008,8042900
2016-06-10,35.33974133754094,35.641856152855894,35.293263953691095,35.626365661621094,12357000
2016-06-13,35.50147376787219,35.649785802391385,35.19704207832849,35.220458984375,10613500
2016-06-14,35.00970497728137,35.22827372961399,34.68966095973452,35.15802001953125,11298200
2016-06-15,35.22045227702652,35.39218416262251,35.03311110886195,35.134586334228516,8360400
2016-06-16,35.02531435106092,35.39219513760828,34.90822682908322,35.368778228759766,11305400
2016-06-17,35.25949953096171,35.2985316906135,34.64283131012194,34.96287536621094,20805400
2016-06-20,35.19704149483613,35.36877341028963,35.09556327409227,35.111175537109375,10712400
2016-06-21,35.25168457643204,35.34535518118411,35.12678944418433,35.228267669677734,7919400
2016-06-22,35.321945032134956,35.38439409907382,34.97848409717739,35.017513275146484,10738900
2016-06-23,35.150211163069855,35.259494046530776,35.001899103763634,35.18924331665039,9655300
2016-06-24,34.50231843441903,34.78333326429544,34.20569133869001,34.29155731201172,26003700
2016-06-27,34.08859921021097,34.260331148675746,33.815392015139835,34.17446517944336,15779500
2016-06-28,34.39303896804025,34.494514239560615,34.08860422027255,34.48670959472656,16509800
2016-06-29,34.65062232269711,34.90041256196704,34.533534823015,34.68965148925781,12250900
2016-06-30,34.752108423077345,35.38439178466797,34.72869151337461,35.38439178466797,16056500
2016-07-01,35.384386259904865,35.446832335273825,35.18142981505256,35.220458984375,11799700
2016-07-05,35.25168701156485,35.64978934256258,35.24388236801922,35.46244812011719,12339100
2016-07-06,35.51708001822493,35.55610918093987,35.064333393075785,35.33754348754883,10902600
2016-07-07,35.45462776121807,35.5326890573048,35.10336235089669,35.1970329284668,9741100
2016-07-08,35.36096708334263,35.53269900507772,35.181430518680855,35.42341613769531,11127100
2016-07-11,35.40000342555178,35.72785507185713,35.21266218000764,35.57173538208008,10937800
2016-07-12,35.62637025186326,35.681011686540636,35.2672971160591,35.57953643798828,9739000
2016-07-13,35.60295140570494,35.72003891174972,35.46244401626345,35.704429626464844,8028400
2016-07-14,35.69661835218872,35.860542630512974,35.579530858129,35.6653938293457,7621200
2016-07-15,35.81372110318402,35.8293333699584,35.470257189618536,35.61857223510742,10621000
2016-07-18,35.66540605769514,35.67321367995004,35.501481723167295,35.61857223510742,7958300
2016-07-19,35.48586945639291,35.68101832446952,35.462452545099055,35.61857223510742,7761100
2016-07-20,35.71223891723951,35.727851182291104,35.43122410178099,35.52489471435547,8478200
2016-07-21,35.39219570522357,35.52489549447354,35.32974664364583,35.47806167602539,8045100
2016-07-22,35.517087021373285,35.78248954899404,35.48586249395089,35.77468490600586,8836100
2016-07-25,35.759079605359624,35.77469187211087,35.49367702605925,35.57173538208008,9134300
2016-07-26,35.54050050895805,35.63417408221354,34.99408622030704,35.03311538696289,15819900
2016-07-27,34.26813965405239,34.39303480041163,33.643660944521045,33.87784194946289,37461100
2016-07-28,33.77636333157198,34.10421197041678,33.737334157100236,34.07299041748047,13077800
2016-07-29,34.12762674148702,34.1510436471128,33.94028256327674,34.057373046875,16530500
2016-08-01,34.10421517806343,34.213501045692304,33.90126166508064,33.916873931884766,12349700
2016-08-02,33.838813100534125,34.01835268258088,33.80759154419751,33.97932052612305,12825200
2016-08-03,34.080790180580365,34.11201470678016,33.85441683223393,34.06517791748047,12119100
2016-08-04,34.002742944272704,34.19008420716655,33.87784777643158,33.96371078491211,11244100
2016-08-05,34.07298748406534,34.151045826288616,33.885643293900635,33.940284729003906,10398200
2016-08-08,33.90125678847309,33.971510490118135,33.737332477212995,33.909061431884766,8680300
2016-08-09,33.95589676536146,34.06517963483539,33.8622261597745,33.93247985839844,7281300
2016-08-10,34.0651763957032,34.10420556284205,33.95589353662057,34.0417594909668,8412100
2016-08-11,34.12763365725587,34.24472118684656,34.04957232646012,34.15105056762695,11303300
2016-08-12,34.27593542697369,34.49450113210149,34.18226483588098,34.369606018066406,10928900
2016-08-15,34.424260575767605,34.6038001623059,34.3540068612156,34.533546447753906,10390600
2016-08-16,34.541345794329075,34.541345794329075,34.213497161865234,34.213497161865234,9706100
2016-08-17,34.35400754515776,34.40084434837006,34.174470932780665,34.39303970336914,11208500
2016-08-18,34.35400928098787,34.549158170962826,34.3462046355926,34.42426300048828,9144300
2016-08-19,34.38522303674678,34.39303065742976,34.14324039480101,34.28374481201172,9385900
2016-08-22,34.29935856996764,34.30716619099077,34.13543426130108,34.14324188232422,8687500
2016-08-23,34.22911071777344,34.33058896426805,34.143247715993105,34.22911071777344,8421100
2016-08-24,34.20569380617293,34.299364430310405,34.08079864807782,34.22911071777344,11508900
2016-08-25,34.2290999100059,34.29935360036041,34.057370982932824,34.088592529296875,9815700
2016-08-26,34.12763473277715,34.28375144381803,33.80759071076672,33.81539535522461,11824900
2016-08-29,33.83100571674384,34.04176683806287,33.82320107272546,33.987125396728516,9544600
2016-08-30,33.92468157021291,33.97932301998165,33.65927896659231,33.752952575683594,9720100
2016-08-31,33.90125274658203,33.92466965176016,33.62804559372177,33.90125274658203,10217900
2016-09-01,33.72952708564384,33.88564676381203,33.72172244171626,33.838809967041016,8457800
2016-09-02,33.97150100034836,34.2134865668027,33.932471838722606,34.08078384399414,9026000
2016-09-06,34.14323706894289,34.19007087753949,33.877834568535576,34.18226623535156,8600400
2016-09-07,34.127626969880055,34.19007304454493,33.97931195929839,34.06517791748047,8656600
2016-09-08,34.08859459513114,34.13543138411738,33.91686565765096,34.057373046875,10020400
2016-09-09,33.90126008913067,33.90126008913067,32.99576950073242,32.99576950073242,23624200
2016-09-12,33.066009130916214,33.74512603863786,33.05039687148498,33.71390151977539,15932300
2016-09-13,33.65883432419099,33.65883432419099,33.21812837976306,33.273216247558594,12962700
2016-09-14,33.26533123336833,33.3755069139619,33.04497987218119,33.1394157409668,9823900
2016-09-15,33.06072411635068,33.35977460382563,32.95841981968681,33.33616638183594,10158500
2016-09-16,33.186640754522905,33.25746842493969,33.02924859987486,33.16303253173828,16354000
2016-09-19,33.17876927846929,33.34403282680006,33.11581302284632,33.13154983520508,7659900
2016-09-20,33.29682253065746,33.469954517119795,33.24173467104719,33.320430755615234,8407200
2016-09-21,33.27320464085487,33.532907071639144,33.131549315347556,33.469947814941406,13654700
2016-09-22,33.61160262361644,33.84769382847748,33.59586280968403,33.808345794677734,9288300
2016-09-23,33.690307431088804,33.792611735979136,33.56439190024735,33.63521957397461,8852700
2016-09-26,33.61159921709099,33.619470624290706,33.06071779353852,33.09219741821289,15036000
2016-09-27,33.202383426588526,33.548653401552606,33.052859665985146,33.517173767089844,11920400
2016-09-28,33.54864494969863,33.65094923283451,33.076459557903526,33.1708984375,15523800
