date,open,high,low,close,volume
2016-01-04,62.23235449035715,62.470353162938416,61.64146209792236,62.183109283447266,6006700
2016-01-05,62.18310395685288,62.577034271835565,62.076417496756086,62.36365509033203,4456400
2016-01-06,61.38703017039103,62.609844877413806,61.37061302029751,62.535980224609375,6199000
2016-01-07,61.247511839442915,62.076402635011114,61.025930394964675,61.06696701049805,6243700
2016-01-08,61.288541929614034,61.789158531540195,60.37758426127677,60.5499267578125,7235300
2016-01-11,60.73869613801569,61.157239584693976,59.3435325318284,59.90980529785156,6595800
2016-01-12,60.62379533559567,62.97914920224467,60.45965514160615,62.732948303222656,7578700
2016-01-13,63.167925645571025,63.914743377423086,61.13263052842075,61.26394271850586,8406300
2016-01-14,61.41163128224248,62.18306805078373,60.96846228177513,61.37880325317383,8373800
2016-01-15,59.95083594777685,61.28854565144039,59.844143256793934,60.664825439453125,8823700
2016-01-19,61.05875888242328,61.657853401225175,60.582761688506366,61.20648193359375,6132200
2016-01-20,60.49249303856946,61.54296540606002,59.3189170708522,61.198280334472656,9574900
2016-01-21,61.36238811988045,62.06817511473142,60.40219171803897,61.22287368774414,7603000
2016-01-22,61.86301756828648,62.33080613845958,61.805570068837426,62.30618667602539,6109100
2016-01-25,62.28976959380032,62.81500561119067,62.05177104509107,62.12562942504883,5935700
2016-01-26,62.101022138720765,62.56881075407545,61.64965067411308,62.03536605834961,5197500
2016-01-27,62.035371267472385,62.667300136818156,61.43627670237774,61.953304290771484,6805000
2016-01-28,62.33903033932727,62.51137288087488,60.418636652388734,60.65663528442383,6627300
2016-01-29,61.025924538984874,62.50315489811458,60.9766856141165,62.30618667602539,9184500
2016-02-01,61.14901560401668,63.39768245843817,60.952047422218676,63.06940841674805,6518400
2016-02-02,62.39645984671385,63.18431392127542,62.30618431367275,62.79039001464844,5329700
2016-02-03,63.479780952824406,63.684951548186675,61.5429700316998,62.494964599609375,6785700
2016-02-04,62.45391325806638,62.58522541358173,61.55937267852378,62.535980224609375,5398600
2016-02-05,62.4046695248677,62.48673648509104,60.804335624627704,61.10799026489258,4667300
2016-02-08,60.344766883070854,60.6894519370227,58.56388784301074,59.60615158081055,6543400
2016-02-09,58.490006048372976,60.47606133740133,58.29304411257019,59.97544479370117,6525300
2016-02-10,60.615586359365814,61.8548182052247,60.41041581421803,60.861793518066406,4677100
2016-02-11,60.08213798889371,60.49247905391387,59.19579978573633,59.597938537597656,5578200
2016-02-12,59.8933940249322,60.31193746893676,59.31891268676891,60.23807907104492,6367900
2016-02-16,60.72226463132667,61.59219188357655,60.46785519313945,61.33777618408203,5862100
2016-02-17,61.81376626161152,62.207696365574606,61.11618783337291,62.043556213378906,6271500
2016-02-18,61.98610729773461,62.306172760511046,61.37880440186477,61.526527404785156,4359000
2016-02-19,61.51011308313655,62.10921369506937,61.26391224117079,61.863006591796875,5348600
2016-02-22,62.265177073467946,62.94633871924961,62.07641736306174,62.929927825927734,4191200
2016-02-23,62.56878697481701,62.93809759056697,62.15844602040999,62.20769119262695,3809700
2016-02-24,61.59219992386533,62.77397800173681,61.460887770041765,62.72473907470703,4696000
2016-02-25,62.92990163419608,63.76699459402809,62.62624701298949,63.73417282104492,4595400
