date,close_pct_chg,vol,amount,open_pct_change,high_pct_change,low_pct_change,index_close_pct_chg,index_open_pct_change,index_high_pct_change,index_low_pct_change
20050510,3.61,108414.13,67332.3061,-2.2471910112359605,1.435406698564612,-0.16722408026756952,0.4292,0.4291807728773689,-3.11421387685229,-2.5605137669486466
20050511,-1.9,106868.37,66813.6905,3.1198686371100237,0.6289308176100628,2.5125628140703515,-1.2294,-1.2293609732377142,0.6951630126896147,0.4198653803202834
20050512,0.0,79396.48,49387.0372,-1.5923566878981,-0.9375000000000022,0.32679738562091387,-1.7776,-1.7775663607402903,-1.3017663225265874,-1.8708645552935277
20050513,-2.75,111481.38,67292.1901,0.16181229773464256,-1.577287066246047,-3.9087947882736063,0.1945,0.19450904246911538,-1.8292872635471413,-0.17309899418151975
20050516,-1.99,54461.62,32003.5853,-2.746365105008086,-3.5256410256410353,-2.3728813559322104,-1.3827,-1.3826935709030486,0.21324157758020323,-1.459758153822177
20050517,2.71,60944.28,36815.7997,-1.9933554817275656,2.1594684385382257,0.868055555555558,0.7073,0.7073237888608253,-1.3905752160914608,0.32663608877001593
20050518,1.32,52046.44,31843.2828,2.7118644067796405,0.8130081300812941,3.958691910499157,0.1967,0.1967186333613924,0.9236298745700422,0.23888836978389616
20050519,0.98,72994.06,45054.1898,1.320132013201314,1.1290322580645107,-0.4966887417218624,0.1104,0.11039452171432984,0.19304515395379696,-0.2680808577689042
20050520,0.16,98810.85,61928.4089,1.3029315960912058,1.1164274322169154,1.830282861896837,-0.1592,-0.1592452138783118,0.0760045398837006,0.33828219311364816
20050523,-4.03,82638.0,49957.5488,-1.4469453376205754,-2.8391167192428957,-2.614379084967322,-2.2001,-2.2001375227552633,-0.36581238759362256,-1.2052479181163145
20050524,3.36,69936.0,42826.9253,-2.9363784665579096,1.1363636363636465,-0.8389261744966459,0.5925,0.5924657811918976,-2.1681712998462888,-0.9671911582778581
20050525,0.16,55267.7,34222.4088,3.8655462184873812,0.8025682182985605,3.2148900169204575,-0.0006,-0.0005757344068046955,0.7504688252950809,0.520551936469249
20050526,-0.49,43689.86,26903.1315,-0.3236245954692518,-1.1146496815286677,0.3278688524590345,-1.2804,-1.2804406926815726,0.011525278393098581,-0.395980851415878
20050527,0.16,54319.51,33668.5103,-0.32467532467532756,1.1272141706924366,0.0,-0.9125,-0.9124830433053233,-1.4016580659584776,-0.901888673116924
20050530,-0.81,58045.27,35028.5044,-0.6514657980456029,-2.07006369426751,-3.5947712418300637,0.7185,0.7185335511849189,-0.9304635955095564,-0.7515928426996221
20050531,-1.48,59995.22,36305.938,0.0,0.1626016260162677,0.8474576271186418,0.039,0.03903638565143641,1.0531668149224904,0.5516842912091535
20050601,-1.0,38591.03,23047.6233,-1.4754098360655665,-1.9480519480519543,-0.3361344537815225,-2.1513,-2.1513039373979193,-0.1581907184660558,-0.64191529637464
20050602,-2.86,78764.74,45884.8395,-0.9983361064891727,-0.33112582781458233,-3.8785834738617075,-2.2868,-2.286837995443758,-2.3080988674073932,-2.584249880779843
20050603,0.87,66447.2,38920.5343,-2.857142857142858,-0.33222591362125353,0.17543859649122862,-0.0423,-0.04227869972225351,-2.264721407308723,-1.392351581641027
20050606,1.89,49616.84,29060.143,0.6920415224913601,-0.666666666666671,0.0,2.5627,2.5627327992880478,0.022656408824484053,1.8558978467215326
20050607,0.0,69658.48,41759.293,2.749140893470803,2.348993288590595,3.327495621716303,-0.2044,-0.20441074282744331,3.042372580445707,2.257284156587014
20050608,9.26,220116.18,138782.5466,-0.8361204013378032,7.049180327868854,0.5084745762711673,8.1802,8.180159133959641,0.8266603610593837,5.912769260172568
20050609,-0.15,212710.48,138010.3514,9.443507588532896,1.6845329249617125,7.588532883642496,0.7542,0.7541624667549263,6.9570413040813905,1.8194841933961259
20050610,1.54,257083.53,171604.8132,-0.6163328197226536,4.367469879518082,0.31347962382446415,-1.9776,-1.9776376171921184,0.481726458263787,-1.4506708163805615
20050613,-1.22,137635.23,89578.7517,2.0155038759689825,-3.31890331890331,-0.31250000000000444,-0.1785,-0.17852431820927217,-1.8580149373698562,-1.2896667657227967
20050614,-1.69,103633.22,67648.8312,-1.2158054711246202,0.0,0.0,-1.0551,-1.055143629214772,0.04402249393014035,0.5815503565953506
20050615,-2.66,72632.08,45629.2891,-2.3076923076923106,-4.179104477611939,-2.978056426332276,-1.8905,-1.8904697822502148,-1.5840007326408223,-2.669162759618504
20050616,2.41,66953.61,42332.4461,-2.0472440944881876,0.0,0.4846526655896577,1.4308,1.4308391226001804,-1.6510290419515017,-0.19914938814045158
20050620,0.31,152498.83,96519.9123,2.2508038585209,1.2461059190031154,-2.4115755627009516,2.9432,2.9431643276215613,-0.22430837308525797,2.0723404926143774
20050621,0.0,94895.47,61052.7062,0.943396226415083,0.4615384615384688,3.953871499176276,-1.1133,-1.1132628233775144,2.799722784001779,-0.019415719231041795
20050622,1.41,87667.48,56644.3916,0.0,0.0,1.267828843106189,0.4999,0.4999073832303358,-1.2729696151189573,-0.5586413418867342
20050623,-3.86,114949.22,72681.1229,0.6230529595015577,-0.15313935681471325,-3.2863849765258246,-0.7854,-0.7854362313272856,0.5912140451893144,0.40532908438677406
20050624,0.96,52761.51,32967.7661,-3.7151702786377694,-3.3742331288343475,0.0,0.5292,0.5292242818709658,-0.888608413448444,-0.6880348680953441
20050627,2.07,112689.56,72527.1855,2.7331189710610992,3.1746031746031855,2.912621359223322,1.9751,1.9750618111301188,1.361790281157882,2.4455027985801348
20050628,-2.65,71990.13,45167.2738,0.15649452269170805,-1.538461538461533,-2.2012578616352307,-1.3457,-1.3456791875490537,1.0253160497186053,-0.7784742686393398
20050629,-0.48,31683.2,19801.2357,-1.8750000000000044,-1.2499999999999956,0.0,-0.5331,-0.5331320901699188,-0.736633533301223,-0.6468669264789617
20050630,-4.66,111055.86,66944.0696,-1.1146496815286677,-1.5822784810126667,-4.8231511254019255,-2.2485,-2.2485309790432284,-1.0641289615340943,-1.1535185676933346
20050701,-2.36,76134.41,44347.4695,-4.669887278582929,-4.340836012861726,-3.0405405405405372,-2.1842,-2.184170454519585,-2.3594864352102674,-2.3594864352102674
20050704,0.86,55687.14,31891.3456,-2.871621621621623,-1.6806722689075682,-1.0452961672474004,-0.4144,-0.41442988549076354,-2.353827624195848,-2.264437429717947
20050705,-1.37,27548.74,15924.8661,0.8695652173912993,0.0,0.5281690140845008,-0.7305,-0.730548688447219,-0.1915079438383649,0.07452400420511207
20050706,-1.56,42108.6,24070.2012,-0.8620689655172376,-0.5128205128204999,-1.5761821366024442,-0.8383,-0.8383165877937304,-0.4013218083143588,-0.26729291802162214
20050707,-0.18,27167.18,15400.9933,-2.260869565217394,-1.546391752577314,0.0,0.2579,0.25790570597088447,-1.0002905017682973,-0.7520644907589413
20050708,-3.53,67665.61,37220.0643,0.7117437722419906,-1.221640488656195,-3.0249110320284656,-1.8041,-1.8041288981436643,0.1035939497331606,-0.6370117756378968
20050711,0.55,44165.3,24514.7124,-2.8268551236749095,0.17667844522968323,0.0,-0.65,-0.6500387588021073,-0.5645486696256863,0.9539294106477358
20050712,5.83,80901.88,46324.7468,-0.181818181818183,3.703703703703698,-0.5504587155963359,3.3636,3.363560357579276,-1.9038912089446747,0.42649337336508886
20050713,-1.38,42077.3,24175.368,5.464480874316946,-1.1904761904761973,5.350553505535061,-0.6557,-0.6556580294335923,3.4745854478161364,-0.273561781417464
20050714,0.52,34052.79,19648.3855,-1.036269430051806,0.1721170395869276,0.0,0.3969,0.3969365338778674,-0.6501118794453364,0.48664884869868974
20050715,-1.74,31852.15,18141.5724,0.17452006980802626,-0.3436426116838587,-1.9264448336252293,-1.011,-1.010958226909453,0.5838284375221825,-0.1741629141625567
20050718,-0.18,44365.96,24948.1944,-1.3937282229965153,-1.724137931034475,-1.4285714285714346,-0.952,-0.9519608181203121,-1.2533637378761342,-1.7082765819022683
20050719,1.24,51449.99,29200.0914,-0.17667844522968323,1.754385964912264,0.5434782608695787,0.3137,0.3136873570669607,-0.919900717451072,0.016428473640051067
20050720,1.22,55713.35,32182.9617,1.415929203539834,0.34482758620690834,1.981981981981984,0.8417,0.8416625977731185,0.4570048622912104,0.5438359898255474
20050721,-0.17,26089.65,14990.9137,1.2216404886561838,-0.3436426116838587,0.7067137809187329,0.1597,0.15973587803108646,0.8912954731288503,-0.08582806921175745
20050722,2.94,126141.76,75059.4521,0.17241379310344307,4.31034482758621,1.9298245614034926,1.8609,1.8609291375341064,0.5689733324157009,2.7462508308777167
20050725,-0.17,54791.4,32591.5551,2.23752151462997,-0.49586776859504855,0.8605851979346157,-0.3295,-0.3295362414257097,1.272740787761295,-0.7165879619218884
20050726,1.18,86025.0,51893.036,-0.16835016835018424,1.3289036544850585,0.8532423208191142,2.2898,2.2897556193543833,-0.2492054319560788,2.2165024490359952
20050727,1.0,72875.98,43727.0837,1.5177065767284947,-0.3278688524590123,0.33840947546530664,2.0003,2.0002738225629813,2.4238807085818825,1.5899385705552271
20050728,-0.82,95220.67,57827.6423,0.8305647840531671,1.1513157894736947,1.180438448566612,-0.3498,-0.34977159143276815,1.9313706037571432,0.779731238241399
20050729,-1.5,60472.33,35946.544,-1.1532125205930832,-1.9512195121951237,-1.8333333333333424,-0.3054,-0.30542662633223916,-0.49995581057391547,-0.9659299642507113
20050801,0.0,53322.86,31453.2315,-1.3333333333333308,-0.6633499170812573,-1.1884550084889534,0.3877,0.387653631536522,-0.19023847269538097,0.5593447899459036
20050802,1.52,62683.06,37227.9212,0.33783783783785104,0.6677796327211993,0.8591065292096189,1.3449,1.3448750402363263,0.4970046794139593,0.7091392366973759
20050803,1.33,155431.54,96121.4896,1.683501683501687,5.1409618573797555,2.3850085178875657,0.6609,0.6609133707688786,1.4629033885196208,1.7300984454123647
20050804,-0.98,68460.38,41579.8804,0.8278145695364225,-2.9968454258675004,0.16638935108153063,-0.5959,-0.5958859680948225,0.2473538441482903,-1.0285200841526398
20050805,2.98,149192.87,92365.3024,-0.8210180623973717,1.6260162601625883,0.33222591362127574,2.1736,2.1736437538019127,-0.37259482929624665,1.536665761732725
20050808,0.32,97054.3,60519.9276,3.47682119205297,0.9599999999999831,2.1523178807947074,0.3971,0.3970543503322599,2.492370351279094,1.011682081125076
20050809,0.48,84561.4,52556.2606,0.0,-0.47543581616480424,-0.32414910858994395,0.6057,0.6057332250819725,0.04338577399896071,0.025719227480136553
20050810,0.48,115491.94,72491.3655,0.48000000000001375,1.4331210191082855,0.9756097560975618,0.7803,0.7803114172388659,0.6782290314820472,0.7473799917291135
20050811,2.7,225320.34,144217.0473,0.31847133757960666,1.883830455259039,0.9661835748792313,1.4486,1.4485787509171955,0.8063133531920341,1.4485787509171955
20050812,-4.17,168574.87,106591.9285,2.698412698412689,-0.15408320493065508,-1.1164274322168932,-1.6432,-1.6432003622671831,1.4811035465063904,0.5530444699745951
20050815,1.61,97681.77,60947.0485,-4.173106646058722,-2.314814814814825,-0.4838709677419395,1.725,1.7250052221213341,-1.7820950457673956,-0.496837171676745
20050816,-2.38,110893.02,68620.0819,1.6129032258064502,0.0,-0.8103727714748765,-0.9894,-0.9894164705783748,1.8731903957001306,0.5071754695118447
20050817,0.65,104519.01,63761.6812,-2.3809523809523725,-2.0537124802527673,-2.287581699346397,0.8416,0.8416414653915405,-1.2420572194248747,-0.6255322653107354
20050818,-2.75,134629.37,82577.5914,0.6504065040650486,1.4516129032257963,0.33444816053511683,-3.3936,-3.393556429509792,1.1394894027485503,0.3670246354403828
20050819,-0.83,78197.77,46883.461,-2.746365105008086,-2.384737678855331,-1.6666666666666607,0.2571,0.2570950969456032,-3.7796794021935587,-3.0852565891302697
20050822,1.17,46587.79,28052.1281,-0.4983388704318803,-0.9771986970683932,0.8474576271186418,0.9355,0.9354977801564024,0.5464599914387414,0.6503688047275968
20050823,-0.83,66127.21,39431.0269,0.8347245409014992,-0.49342105263158187,-1.3445378151260567,-0.8865,-0.886469823639846,0.9425765999211411,-0.16521115850307577
20050824,0.67,49655.8,29951.5527,-1.1589403973509937,0.49586776859504855,1.7035775127768327,0.7837,0.783722144130361,-0.8854818959679434,0.367135324943213
20050825,-0.33,43178.97,25921.6502,1.1725293132328396,-0.1644736842105199,-0.5025125628140614,-0.0573,-0.05727173774056071,0.803089789704603,-0.21748660757247018
20050826,2.33,99172.91,60867.1644,-0.6622516556291425,2.1416803953871577,0.6734006734006703,-0.2,-0.19997462687529888,-0.07830500281963415,-0.30765241171201163
20050829,-1.14,76834.44,47182.213,3.0000000000000027,0.6451612903225712,1.1705685618728978,-1.1728,-1.1728420331416523,-0.2047845408633786,-0.21325880740601377
20050830,0.82,88404.62,54477.3465,-0.4854368932038722,-0.3205128205128305,0.49586776859504855,-0.2715,-0.27153681553045983,-1.3200968178718853,-0.8760789408202463
20050831,1.63,100912.17,62215.1251,-0.3252032520325243,0.3215434083601254,-0.328947368421062,1.4249,1.4248863238894849,-0.10523029497231384,0.869803348808107
20050901,0.96,152859.47,95897.5011,1.794453507340954,1.6025641025640969,1.980198019801982,1.7936,1.7935890748731476,1.4640670861371552,1.802928641301782
20050902,-0.48,132731.37,83999.2947,1.4423076923076872,1.5772870662460692,0.9708737864077666,0.3506,0.35063982239331715,1.8801964416490735,0.314409167921581
20050905,0.8,77980.13,48765.982,-0.9478672985782088,-1.8633540372670843,-0.6410256410256387,0.5113,0.5112510035648388,0.3275974705542861,0.5345399074603518
20050906,-2.54,90479.7,56411.9962,0.9569377990430672,0.31645569620253333,-1.1290322580645218,-1.6906,-1.6906384582200173,0.456548836395787,0.3475395730258013
