datetime,open,high,low,close,volume,open_pct_change,high_pct_change,low_pct_change,close_pct_change
2024-05-07 09:31:00-04:00,183.82000732421875,183.97000122070312,183.69000244140625,183.86500549316406,410876,0.20169549312172297,-0.02173430103076246,0.13082883464521355,0.03531602571344994
2024-05-07 09:32:00-04:00,183.86000061035156,183.97000122070312,183.6699981689453,183.77000427246094,457853,0.021756764519254013,0.0,-0.010890234740634774,-0.05166900599072877
2024-05-07 09:33:00-04:00,183.77000427246094,183.91000366210938,183.62010192871094,183.77999877929688,309372,-0.048948296307993466,-0.03261268587032573,-0.027166244205256707,0.005438595311302308
2024-05-07 09:34:00-04:00,183.7899932861328,183.8000030517578,183.33509826660156,183.39010620117188,386956,0.010877190622604616,-0.05981219518306213,-0.15521375879642418,-0.2121518014554069
2024-05-07 09:35:00-04:00,183.39999389648438,183.85000610351562,183.39999389648438,183.64999389648438,370249,-0.21219838070360986,0.027205141962771684,0.03539727553336647,0.14171304041201704
2024-05-07 09:36:00-04:00,183.63999938964844,183.64999389648438,183.4550018310547,183.4980926513672,310247,0.1308645044445944,-0.10879097111295977,0.029993422246987755,-0.08271236055842346
2024-05-07 09:37:00-04:00,183.5,184.02000427246094,183.44500732421875,183.98989868164062,704777,-0.07623578202665682,0.2014758444180087,-0.0054479336819235336,0.2680169712760083
2024-05-07 09:38:00-04:00,183.99000549316406,184.27999877929688,183.94000244140625,184.0800018310547,615039,0.26703296630194995,0.14128600195606467,0.2698329730569604,0.04897179141880592
2024-05-07 09:39:00-04:00,184.0800018310547,184.18930053710938,183.9199981689453,184.168701171875,397420,0.04891371009496659,-0.04921762686580511,-0.010875433399704093,0.04818521291722888
2024-05-07 09:40:00-04:00,184.17999267578125,184.19000244140625,183.66000366210938,183.72999572753906,430449,0.05431923279657358,0.0003810776710855279,-0.14136282591581395,-0.23820846948717778
2024-05-07 09:41:00-04:00,183.714599609375,183.96670532226562,183.714599609375,183.87989807128906,276304,-0.25268383370256053,-0.1212319432004283,0.02972663953881849,0.08158838906864307
