date,volume,open_pct_change,high_pct_change,low_pct_change,close_pct_change
2016-01-05,28777994,1.0360921025297731,0.6556222018934577,1.1403096162000637,0.7198582623278549
2016-01-06,27242316,-1.3983535985017115,-1.054559725625026,-1.5972158744438691,-1.7712546787568173
2016-01-07,39223134,-1.7964198082509486,-0.282143971916593,-0.8911636661580014,-0.6643575484555075
2016-01-08,34840286,1.2516033330658871,-0.5658651711304308,-0.7064917228872258,-1.273891173035746
2016-01-11,40717917,-1.2678185666149866,-1.3594534658322166,-0.9055474666461616,0.22581907158383263
2016-01-12,40927031,0.7383560189146099,0.961525939412855,0.2610836963671259,-0.22531027800586356
2016-01-13,42762888,-0.9241632899197105,-0.6984197764209776,-1.464849483493269,-2.032264802443262
2016-01-14,40603031,-2.251512981837034,0.4475879201002453,0.3964466716422699,2.436631982232962
2016-01-15,49299269,-0.5594111300796678,-1.9096242322246493,-0.625218677488637,-0.9643333981285251
2016-01-19,34508276,2.9781728642384264,1.3303056579678563,0.4304676960993348,-0.38947500156547576
2016-01-20,52142223,-2.9241466520895654,-0.5123044995927639,-0.8901845837086975,-0.0977314732666601
2016-01-21,38528548,1.32404404377926,-0.5471697439490719,1.4969827955029658,-0.26094723477131376
2016-01-22,33142398,1.274110849204324,1.1327039967624852,0.524443385047868,0.4251317468860316
2016-01-25,30313251,-0.5484077578097879,-1.0880232480994234,-0.8151548378408369,-0.683836440437513
2016-01-26,27360786,-0.97308163754255,-0.5176273033106971,-0.2629813352060584,0.5573823364286135
2016-01-27,30059131,0.589584553036393,0.8455213804709594,-0.06592310240595145,-0.48908400533225205
2016-01-28,51419917,-0.032568114305897566,-0.9674364821337211,-2.4076609227450696,-1.0484958377232068
2016-01-29,59794263,-1.0423347199573718,-0.7163598909655566,1.115255721795294,0.9602794297893569
2016-02-01,50036858,-0.13164064565841516,-0.295164761713429,-0.3676295511347294,-1.0495092598007294
2016-02-02,50815553,-0.560342922485646,-0.19738817919769946,-0.8722141887395396,-0.09946166101523213
2016-02-03,47403334,0.13494136501621679,0.10652259768102468,-0.3960392787936362,-0.5696808957311505
2016-02-04,60009068,-1.404218959749004,-1.5962842690471546,-1.3726936063899076,-2.258181334573117
2016-02-05,41033906,-1.5937782963011404,-0.5745368918787186,0.34793350123771827,0.10343388824729516
2016-02-08,50082391,-1.1715938280982496,-1.495564659593862,-2.045759748551812,-1.6190063719736747
2016-02-09,60214809,-0.7322275175954962,0.7591370554997257,0.31858052528916936,1.890751779854427
2016-02-10,47121389,3.020739581730969,2.397271410700186,3.4227402768327586,1.3402265153058979
2016-02-11,41780771,-1.0910236994755684,-1.872904093750194,-1.4329575854681198,-1.2207496868250955
2016-02-12,34300533,0.8272641622551813,0.13630569050360197,0.3114971466646077,0.7895291539491422
2016-02-16,34329307,1.0256425278855064,1.5656902845590404,1.6218055996415348,1.5326987776606682
2016-02-17,41224259,1.5228629637696223,0.7707971486380805,0.4754045096980519,-0.6038045304635808
2016-02-18,50788993,-0.6000289819334315,-0.0997899112392786,-0.43936221528249053,-0.27002363248602723
2016-02-19,41870045,-0.7377273432831122,-1.2982393402266146,-0.9504113814551185,-0.203008254417536
2016-02-22,41458458,0.50674081457176,1.4165081616267061,1.6106787465792527,1.898925424853637
2016-02-23,33697118,1.0420328823506742,1.030937150376121,1.0118154693020687,-0.2994864971455846
2016-02-24,33322210,-0.8316747926123802,-0.9874942892944771,-1.4357320058911216,0.2002665295133932
2016-02-25,54850265,0.9728404789135725,2.027940784581017,1.6937819583901836,1.898743164613803
2016-02-26,45244004,2.2591392236397834,0.6842692887660817,5.044938355958095e-06,-1.1768521852680625
2016-02-29,37091841,-2.2417163602598156,-2.330105697260043,-1.4990046263574808,-1.8524687063199874
2016-03-01,33114256,-0.9970318619309748,-0.29823153553338866,0.16906419263873484,1.2470339196910096
2016-03-02,36139763,1.0741756017607518,0.232630091228736,0.4388831249983127,-0.19974231258625963
2016-03-03,38881955,-0.763880292117991,-0.5305243635855938,-0.5714404704248444,-0.3002131215109838
2016-03-04,38827884,-0.1003822312853564,-0.19997522733108397,-0.16901011969376878,-0.6021885181284214
2016-03-07,33934900,-1.0050150790947954,-0.434195507337809,-0.7111339890670365,0.2692781722526849
2016-03-08,34566879,0.67679929429032,-0.2012942001635487,0.13640818565205937,-1.4434568186160734
2016-03-09,81054603,-0.10080858657495195,0.3361629384749376,0.2043818234778172,1.2943029598161404
2016-03-10,61264172,0.6056340562768936,0.23449373751092129,0.37388949265864113,-0.504383748431092
2016-03-11,63638517,-0.4013419897769377,1.9384993141595475,0.6772688713684749,3.075360673689742
2016-03-14,49289572,1.6454373451237236,-0.5245564753429077,0.7400257974296665,-1.3114454767329198
2016-03-15,57622391,-1.288412390917637,-1.3513624145160108,-2.1702918227290646,-1.860469296578049
2016-03-16,96151572,-1.2048597773588243,-1.3699011471179356,-1.4676111893074717,-1.6926620445466667
2016-03-17,70483510,-1.354989190516842,0.20328096778086113,-0.45027173456374525,1.0330838448582513
2016-03-18,86327765,1.3049444852469394,0.23664133878615878,1.4961696257087098,0.3749092274293764
2016-03-21,37124304,-0.16949380791041468,1.5851646732866653,0.9256087928407597,2.105267455445281
2016-03-22,42880725,1.9694376118210233,1.4608129176131746,1.5285339031688272,1.030920808644531
