date,volume,open_pct_change,high_pct_change,low_pct_change,close_pct_change,index_volume,index_high_pct_change,index_low_pct_change,index_close_pct_change
1997-05-16,294000000,-19.23035916963335,-20.83359956741333,-11.35084978327714,-11.702769331490003,486780000,-0.06766067018332267,-0.5027962543953213,-1.440823491763643
1997-05-19,122136000,-10.582294672507263,-10.525678595516098,-4.878426192352792,-1.2040472256759527,345140000,-0.707941979627591,-0.03377305537353159,0.42422651777644926
1997-05-20,109344000,-1.775718409521465,-1.176843707784292,0.6412359619593966,-4.268472453516415,450850000,0.722561870272842,-0.29679225779049023,1.0068709321860547
1997-05-21,377064000,-5.4211252550370626,-5.95200071934292,-15.923737676442295,-12.739234329872351,540730000,0.5831598907781288,1.0660565391135357,-0.27445733815324447
1997-05-22,235536000,-12.102093116447588,-12.025464812501896,-4.545460949259217,-2.1890843995367226,426940000,-0.5856887127013932,-0.16282960169374805,-0.4396262046508448
1997-05-23,318744000,-2.1732164916415164,5.036181049636879,1.5878110425954217,7.462173828939833,417030000,0.7815582781692587,0.21586211409458933,1.3606079646915514
1997-05-27,173952000,7.406881516662001,8.219144393242361,9.374955645982809,5.555997071425245,436150000,0.3582881468831678,0.6342350954277931,0.3163987796283907
1997-05-28,91488000,7.585965904376724,-0.633107425094237,5.00020742321714,-3.289249610493139,487340000,-0.06811469588720032,0.2675513628724202,-0.2942180197187838
1997-05-29,69456000,-5.128613073224764,-5.733086423307698,-3.4024249638384685,-1.701869345137541,462600000,-0.23385512730809133,-0.0711609925709844,-0.36944851945029944
1997-05-30,51888000,-2.70227689119511,-2.026386285201731,0.0,-0.3454630160734995,537200000,0.3427691609988459,-1.2746098931991634,0.49758460359146106
1997-06-02,11832000,0.6946623049313816,1.3797499412258496,1.4089090034478557,0.6946623049313816,435950000,-0.06221234046936974,1.5314881302552985,-0.22634553201776875
1997-06-03,23664000,1.3797499412258496,0.0,-1.3893345439698446,-2.0696199790514402,527120000,-0.09162370759849825,-0.3670304211058073,-0.103975246708643
1997-06-04,61608000,-3.4024249638384685,-2.7219438635935456,-5.63292608906989,-4.225377085017589,466690000,-0.5890248518629515,-0.31966374852219204,-0.6351416049153902
1997-06-05,113448000,-4.225377085017589,3.4962879644095946,-1.4930091027063885,8.82357334203987,452610000,0.3950123474292466,0.15378484252643876,0.3951872233525888
1997-06-06,156144000,6.985452050079921,10.811726958637259,9.84872449855969,7.433549795788763,488940000,1.2192363447959709,0.386854109184287,1.7286576498884765
1997-06-09,47040000,9.27936987287774,0.0,9.65559574900281,1.8861764216611343,465810000,0.68665617069954,1.7371021471875414,0.5710846404046954
1997-06-10,109176000,3.1444340890436795,0.0,-7.547125845469893,-6.172444976304281,526980000,0.5675350881240382,0.48600632424968815,0.2734985641802856
1997-06-11,23760000,-6.707101135716975,-6.098316224832256,0.0,-2.6324123356624485,513740000,0.07010923051786744,0.34447931563150735,0.49695328578449605
1997-06-12,32640000,-0.6537957590181054,2.598237528303815,1.3596679366671083,4.054077434501857,592730000,1.571228049169382,0.44616369908523357,1.5973428857302574
1997-06-13,13872000,2.631141820967531,-1.2662239040221235,2.014068389921375,-1.2978786728068736,575810000,1.1703615432561376,1.6651097847569796,1.1104065056265044
1997-06-16,18264000,-1.282453584027421,-1.282453584027421,-1.3162061678312242,-0.6581077895255971,414280000,0.053647684386803896,0.8749537821790776,0.07052793321589146
1997-06-17,94128000,-0.3241608064996737,-0.3241608064996737,-4.332799911499019,-4.305366386858567,543010000,0.27145600524733915,-0.5632813150079241,0.05816741043660478
1997-06-18,49296000,-4.885680818836957,-3.908786956433008,0.3478765197355127,0.346799487507754,491740000,-0.35427726852437225,0.09479082963637087,-0.5992694096706996
1997-06-19,20064000,-0.6851434385270694,-0.33844408437622153,0.0,0.0,536940000,0.6339352936708842,0.22095767592598126,1.0044308258501555
1997-06-20,67752000,1.3797499412258496,1.3596679366671083,0.0,1.034148996024875,653110000,0.1866471825768823,0.9876409625894977,0.07906791616585362
1997-06-23,20952000,0.6791771051152473,-0.6713625304860416,-1.3893345439698446,-1.7063725987520262,492940000,-0.3404423808427981,-2.1542295281331336,-2.2343403601977396
1997-06-24,15024000,-2.364984020247629,-1.0131931426008656,0.0,0.6946623049313816,542650000,-0.21698143769269818,0.021629776190534855,2.016802694766562
1997-06-25,42120000,1.384534906950896,0.0,0.7044494646891275,0.0,603040000,0.5954866858621344,0.4120091891039568,-0.8200053998346002
1997-06-26,63792000,-0.3407550433396578,-0.3407550433396578,1.0486172925018522,0.0,499780000,-0.9843812278655495,-0.33097376478938845,-0.5973067882568461
1997-06-27,23760000,-0.34322328502014443,-0.34322328502014443,-1.7299979230243956,-1.3797499412258385,472540000,0.16681297765606118,0.49583602275011796,0.40965000307704447
1997-06-30,54936000,-0.34309774485766775,5.4987369181510815,0.0,3.4962879644095946,561540000,-0.23248206789590053,-0.43680805082781937,-0.24343211701195466
1997-07-01,25848000,2.068297992049728,-3.5835812495649044,2.1133584681369832,-1.6890837485942556,544190000,0.14115858624246247,0.5364700352154639,0.6654331010870429
1997-07-02,77640000,-1.6890837485942556,3.379472361286906,0.0,4.811223977141621,526970000,1.1377346908536756,0.7337205135719227,1.4589856203004237
1997-07-03,251544000,5.4987369181510815,20.26027292492516,5.517667912326996,20.328106223050657,374680000,1.5231480246868045,1.4589856203004237,1.4258324608206419
1997-07-07,161064000,14.658272601894474,5.435495838752202,15.032375170888956,4.632062247697166,518780000,0.5927090712770422,0.6260824265907905,-0.5147636425312241
1997-07-08,310344000,11.362869387619746,15.463866137605308,11.362869387619746,15.103995574951234,526010000,-0.4874033265171218,0.20556399566542538,0.7180429407275923
1997-07-09,165240000,12.755306996070747,2.2319938079467194,11.225180179351701,0.9052691252383616,589110000,0.35591661549181364,-0.9960964845059594,-1.2201384460034048
1997-07-10,181032000,1.35790692431359,7.860249597036728,2.752289484281767,10.313742153687766,551340000,-0.5954308531271879,0.20277647476381055,0.6875786654704452
1997-07-11,210624000,8.03568349513819,-2.02416530343541,-5.357128716285686,-10.569363351434923,500050000,0.34914049400427416,0.973116278347752,0.3173590236085211
1997-07-14,92088000,-7.851347780673601,-7.437990148412221,-4.245724959765296,-6.817765963741628,485960000,0.22180606303527917,-0.11936851395758508,0.18545318111165
1997-07-15,185496000,-8.071736135540963,6.24940768054727,0.9855394086805802,14.14616636431749,598370000,0.4740822081512164,0.274116789813994,0.8035894557345324
