date,close_pct_chg,vol,amount,open_pct_change,high_pct_change,low_pct_change,index_close_pct_chg,index_open_pct_change,index_high_pct_change,index_low_pct_change
20050510,-0.23228279665771787,-0.5256088902595248,-0.4842145738407013,-1.5242697393480686,-1.418304519315222,-1.0275941186020645,0.23096704934129897,0.23096237461967578,-1.7483188455575753,-1.8406803489822026
20050511,-0.8744012269391148,-0.5485720197297721,-0.49944538991608456,-0.15591336016715612,-0.3887102087538865,0.20861286363967918,-0.7629406085406081,-0.7628954300384697,0.3580747779926416,0.2683685580255706
20050513,-0.4035143780660903,-0.5147292480180736,-0.47858861100709116,-1.021840100928935,-0.828838374098396,-0.9942972315822834,0.09032426186699317,0.09033864214795083,-1.037819122511947,-0.15123941939688407
20050516,-0.35292322901361667,-0.527759608031859,-0.48694606170022126,-0.5072420350408512,0.5466706151558268,0.04492870848722699,-0.8548048578793856,-0.85477783170557,0.09159648839271012,-1.0617366951607077
20050517,0.69781602053776,-0.5521421023995737,-0.5023351243936932,0.13832994422212472,-0.39494654415082814,0.10080062417598933,0.3976170672220167,0.3976356633046458,-0.7952334487571947,0.202395362761009
20050518,-0.8938593611900663,-0.4766549815018849,-0.4547569850430086,0.5875887549668508,0.2115176116832804,-0.6806116949907323,0.09164260073552097,0.09166270839984647,0.48440544965147353,0.14030117216459287
20050519,0.032347829155221455,-0.5193889017885224,-0.4826626748399144,-0.7495311685658196,-1.0585356395947876,-0.1814001087615751,0.03992776239281713,0.039934199128629645,0.08042888298669922,-0.21845281262173571
20050520,-0.29844045311095263,-0.5509157547393019,-0.5022872748353584,-0.01227994798270831,-0.18032591757721597,0.27396653049855557,-0.12162867349586136,-0.12164361842852384,0.01571131622388422,0.21063666442873258
20050523,-0.9172091222912079,-0.5665901308077466,-0.5127110838180758,-0.5143129219988235,-0.4086227182669192,-0.8601174460296587,-1.344627672031484,-1.344619617914398,-0.2285911998568221,-0.8816339270516187
20050524,-0.8821844806394954,-0.47975407650533547,-0.46094360260415923,-0.6234505250458077,-0.5275582738558512,-1.3418541012201983,0.3288237480824755,0.32880861833177355,-1.2252049322865544,-0.7131743706212956
20050525,0.2697370670168288,-0.5367956315679171,-0.49516180639193513,-0.4787707645463576,0.16428117364894362,0.6477933667724329,-0.026588425973812366,-0.026563165432280347,0.38865610779942433,0.3396188455572567
20050526,-1.5359777914714632,-0.5126818888956408,-0.4820479442173331,-0.01227994798270831,-0.9378089959259317,-1.3659400802706303,-0.7935021004928433,-0.7935042331921677,-0.019942468947097898,-0.3089605394841499
